species,gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster
Tree shrew,CDK2AP1li2,6.91E-119,-1.090546923,0.081,0.464,2.14E-114,neutrophil
Tree shrew,ADGRE1li1,7.74E-119,0.502107956,0.133,0.003,2.39E-114,neutrophil
Tree shrew,SLC6A6,8.35E-119,1.112780466,0.431,0.162,2.58E-114,neutrophil
Tree shrew,MCL1,1.41E-118,1.024656749,0.619,0.462,4.36E-114,neutrophil
Tree shrew,ST8SIA4,1.67E-118,1.228505443,0.431,0.122,5.17E-114,neutrophil
Tree shrew,CCNI,2.20E-118,0.933587176,0.705,0.549,6.80E-114,neutrophil
Tree shrew,FGD3,1.37E-117,0.85563409,0.248,0.028,4.23E-113,neutrophil
Tree shrew,PDIA3,1.49E-117,-1.266318427,0.185,0.586,4.60E-113,neutrophil
Tree shrew,ATP5PDli4,3.32E-117,-1.204500424,0.26,0.654,1.03E-112,neutrophil
Tree shrew,SEM1li2,5.29E-117,-1.201907432,0.125,0.517,1.64E-112,neutrophil
Tree shrew,ARL5B,8.41E-117,1.14573506,0.322,0.078,2.60E-112,neutrophil
Tree shrew,MED28,9.64E-117,-1.07006786,0.129,0.526,2.98E-112,neutrophil
Tree shrew,HIDE1,1.10E-116,0.69575025,0.19,0.015,3.41E-112,neutrophil
Tree shrew,TMEM176A,2.38E-116,-1.646761142,0.148,0.546,7.37E-112,neutrophil
Tree shrew,GPAM,8.80E-116,-1.877654068,0.098,0.457,2.72E-111,neutrophil
Tree shrew,CHI3L1,1.10E-115,0.913667676,0.201,0.028,3.41E-111,neutrophil
Tree shrew,TRAPPC2L,1.16E-114,-1.236794889,0.117,0.507,3.59E-110,neutrophil
Tree shrew,GLRX5,1.40E-114,-1.565199796,0.153,0.545,4.33E-110,neutrophil
Tree shrew,SMARCA2,1.49E-114,-1.403867926,0.179,0.562,4.60E-110,neutrophil
Tree shrew,CSF2RB,1.99E-114,1.04080441,0.248,0.037,6.16E-110,neutrophil
Tree shrew,CYP11B2,2.71E-114,-1.760725942,0.838,0.926,8.38E-110,neutrophil
Tree shrew,EIF4H,4.99E-114,-1.086451979,0.14,0.531,1.54E-109,neutrophil
Tree shrew,AKNA,5.26E-114,1.006004256,0.368,0.082,1.63E-109,neutrophil
Tree shrew,CCDC30,1.56E-113,-1.144607215,0.314,0.684,4.83E-109,neutrophil
Tree shrew,RPS15li1,4.22E-113,-1.25404716,0.458,0.74,1.31E-108,neutrophil
Tree shrew,CALR,6.46E-113,-1.226226152,0.171,0.567,2.00E-108,neutrophil
Tree shrew,MLEC,1.13E-112,-1.386056088,0.058,0.415,3.49E-108,neutrophil
Tree shrew,CYP4F2liN,1.23E-111,0.769525297,0.207,0.019,3.80E-107,neutrophil
Tree shrew,BDP1,1.26E-111,-1.081863939,0.153,0.546,3.89E-107,neutrophil
Tree shrew,MAP3K2,5.04E-111,1.099994054,0.56,0.308,1.56E-106,neutrophil
Tree shrew,CCDC183,5.36E-111,-1.066357299,0.073,0.434,1.66E-106,neutrophil
Tree shrew,METAP2li1,5.72E-111,-1.058643001,0.068,0.429,1.77E-106,neutrophil
Tree shrew,FKBP4,6.93E-111,-1.101935375,0.062,0.418,2.14E-106,neutrophil
Tree shrew,RHOB,7.95E-111,-1.697762311,0.189,0.574,2.46E-106,neutrophil
Tree shrew,TRMT112,1.13E-110,-1.150750813,0.111,0.49,3.49E-106,neutrophil
Tree shrew,TTC36,1.41E-110,-1.189756453,0.088,0.457,4.36E-106,neutrophil
Tree shrew,ENO1li3,2.08E-110,0.89448036,0.627,0.528,6.44E-106,neutrophil
Tree shrew,GPX4,2.15E-110,-1.049448875,0.169,0.562,6.64E-106,neutrophil
Tree shrew,FDXR,3.22E-110,-1.586430446,0.301,0.665,9.95E-106,neutrophil
Tree shrew,PDK4,6.34E-110,-1.472507424,0.09,0.46,1.96E-105,neutrophil
Tree shrew,ATF2,7.09E-110,-1.125545021,0.255,0.639,2.19E-105,neutrophil
Tree shrew,MBOAT1,8.29E-110,0.479655779,0.14,0.005,2.56E-105,neutrophil
Tree shrew,EIF3Eli1,1.22E-109,-1.160435119,0.161,0.546,3.78E-105,neutrophil
Tree shrew,SIRPA,3.31E-109,1.118706147,0.524,0.18,1.02E-104,neutrophil
Tree shrew,TSPO,6.68E-109,0.952198433,0.677,0.518,2.07E-104,neutrophil
Tree shrew,APP,8.92E-109,-1.919229374,0.071,0.429,2.76E-104,neutrophil
Tree shrew,LRRC75B,1.09E-108,0.523467466,0.154,0.007,3.36E-104,neutrophil
Tree shrew,MPC2,1.43E-108,-1.315777753,0.284,0.647,4.41E-104,neutrophil
Tree shrew,AKAP9,1.47E-108,-1.18119749,0.167,0.555,4.56E-104,neutrophil
Tree shrew,NFAM1,5.53E-108,0.7104129,0.201,0.019,1.71E-103,neutrophil
Tree shrew,RAB27A,5.96E-108,0.957771418,0.353,0.081,1.84E-103,neutrophil
Tree shrew,UQCRFS1,6.33E-108,-1.015069597,0.112,0.486,1.96E-103,neutrophil
Tree shrew,LARP4,8.92E-108,-1.088247933,0.054,0.399,2.76E-103,neutrophil
Tree shrew,S100A13,2.21E-107,-1.484697118,0.084,0.441,6.85E-103,neutrophil
Tree shrew,NPEPPS,3.16E-107,0.993002799,0.49,0.314,9.77E-103,neutrophil
Tree shrew,PSD3,3.94E-107,-2.055402015,0.099,0.461,1.22E-102,neutrophil
Tree shrew,PLPP1,4.41E-107,-1.226156465,0.084,0.445,1.36E-102,neutrophil
Tree shrew,LINC-FAM113B-4,5.56E-107,1.092653573,0.208,0.019,1.72E-102,neutrophil
Tree shrew,CALM1li2,1.05E-106,-1.194120184,0.737,0.876,3.26E-102,neutrophil
Tree shrew,DST,1.59E-106,-1.698789555,0.082,0.433,4.92E-102,neutrophil
Tree shrew,FERMT2,1.67E-106,-1.201525279,0.042,0.376,5.17E-102,neutrophil
Tree shrew,INSR,1.76E-106,-1.648956716,0.158,0.53,5.45E-102,neutrophil
Tree shrew,DUSP6,2.49E-106,1.25663421,0.448,0.156,7.72E-102,neutrophil
Tree shrew,NDUFA8,2.64E-106,-1.085790955,0.115,0.486,8.18E-102,neutrophil
Tree shrew,ADCY4,3.68E-106,1.126406961,0.317,0.063,1.14E-101,neutrophil
Tree shrew,NCAM1,4.87E-106,-1.897607273,0.12,0.464,1.51E-101,neutrophil
Tree shrew,NLRC4,5.41E-106,0.742498933,0.234,0.031,1.67E-101,neutrophil
Tree shrew,ARID5B,5.57E-106,1.091915667,0.694,0.497,1.72E-101,neutrophil
Tree shrew,SLC25A24li2,6.61E-106,1.026352351,0.345,0.082,2.04E-101,neutrophil
Tree shrew,CYP11A1,1.43E-105,-1.41013855,0.324,0.67,4.41E-101,neutrophil
Tree shrew,PLIN2-AS-4,3.05E-105,0.969491262,0.202,0.021,9.43E-101,neutrophil
Tree shrew,CACYBPli14,3.31E-105,-0.985102572,0.179,0.564,1.03E-100,neutrophil
Tree shrew,MT-ND1li1,1.33E-104,-0.583957576,0.999,1,4.11E-100,neutrophil
Tree shrew,HM13,1.47E-104,1.09197186,0.512,0.286,4.53E-100,neutrophil
Tree shrew,DDX24li1,1.65E-104,-1.016766601,0.041,0.369,5.09E-100,neutrophil
Tree shrew,ZFP36L1,1.86E-104,-1.31923514,0.299,0.662,5.76E-100,neutrophil
Tree shrew,EIF3A,1.89E-104,-1.050961773,0.229,0.613,5.84E-100,neutrophil
Tree shrew,UQCR10,4.49E-104,-1.338201663,0.335,0.669,1.39E-99,neutrophil
Tree shrew,LINC-SGMS2-2,5.00E-104,0.475326665,0.107,0.002,1.55E-99,neutrophil
Tree shrew,ARL6IP5,1.90E-103,-1.034271794,0.055,0.392,5.88E-99,neutrophil
Tree shrew,SLC16A1,2.11E-103,0.995787228,0.341,0.083,6.52E-99,neutrophil
Tree shrew,LRRFIP2,2.75E-103,1.084369821,0.609,0.348,8.51E-99,neutrophil
Tree shrew,YBX3li1,3.69E-103,-1.024493147,0.125,0.494,1.14E-98,neutrophil
Tree shrew,NENF,5.09E-103,-1.020568538,0.069,0.415,1.57E-98,neutrophil
Tree shrew,CD300C,5.57E-103,1.099770212,0.386,0.099,1.72E-98,neutrophil
Tree shrew,PUS10,5.85E-103,1.209407765,0.425,0.161,1.81E-98,neutrophil
Tree shrew,GINM1,6.59E-103,-1.032790191,0.088,0.441,2.04E-98,neutrophil
Tree shrew,RP2,8.42E-103,0.993207839,0.296,0.069,2.60E-98,neutrophil
Tree shrew,MACF1,9.95E-103,-1.345763997,0.118,0.484,3.08E-98,neutrophil
Tree shrew,PRDX3,1.04E-102,-1.316355677,0.112,0.473,3.21E-98,neutrophil
Tree shrew,GYPC,1.10E-102,-1.493538478,0.081,0.43,3.41E-98,neutrophil
Tree shrew,CEP19,1.55E-102,1.060670672,0.449,0.208,4.78E-98,neutrophil
Tree shrew,PRPF4B,1.73E-102,-1.034611189,0.135,0.505,5.35E-98,neutrophil
Tree shrew,SULT3A1li1,1.99E-102,-1.012838633,0.079,0.427,6.17E-98,neutrophil
Tree shrew,LINC00472,2.25E-102,-1.379522203,0.054,0.388,6.95E-98,neutrophil
Tree shrew,RPN1,2.98E-102,-0.902992813,0.058,0.392,9.21E-98,neutrophil
Tree shrew,PLXDC2,4.10E-102,-1.449552276,0.054,0.385,1.27E-97,neutrophil
Tree shrew,NDUFB10,5.07E-102,-1.140068955,0.277,0.642,1.57E-97,neutrophil
Tree shrew,ARHGAP15-AS-3,6.22E-102,0.533186293,0.125,0.004,1.92E-97,neutrophil
Tree shrew,CD2APli1,7.58E-102,-0.987645542,0.059,0.393,2.35E-97,neutrophil
Tree shrew,TSORFli1810,8.87E-102,0.679091539,0.475,0.152,2.74E-97,neutrophil
Tree shrew,SKIL,9.84E-102,1.186818093,0.647,0.386,3.04E-97,neutrophil
Tree shrew,VAMP5,1.20E-101,-1.058126357,0.511,0.757,3.70E-97,neutrophil
Tree shrew,PGAM1li1,1.21E-101,0.923898256,0.638,0.495,3.75E-97,neutrophil
Tree shrew,CCND2,1.60E-101,-1.211768345,0.072,0.414,4.94E-97,neutrophil
Tree shrew,IGFBP2,1.73E-101,-1.790363752,0.169,0.531,5.35E-97,neutrophil
Tree shrew,PPP1R14B,2.33E-101,-1.004366186,0.109,0.467,7.21E-97,neutrophil
Tree shrew,NDUFS7,2.40E-101,-1.086317628,0.147,0.517,7.42E-97,neutrophil
Tree shrew,RCN1,2.88E-101,-1.077526878,0.094,0.448,8.90E-97,neutrophil
Tree shrew,CAMP,2.96E-101,1.330101191,0.136,0.006,9.14E-97,neutrophil
Tree shrew,PSD4-AS-1,3.65E-101,0.656132906,0.161,0.01,1.13E-96,neutrophil
Tree shrew,DAD1,5.95E-101,-0.938650041,0.145,0.515,1.84E-96,neutrophil
Tree shrew,STAR,6.98E-101,-1.595540797,0.68,0.834,2.16E-96,neutrophil
Tree shrew,CCT4,7.88E-101,-1.046013504,0.147,0.514,2.44E-96,neutrophil
Tree shrew,GSTO2,1.09E-100,-1.06802531,0.09,0.441,3.38E-96,neutrophil
Tree shrew,PSMB1,1.52E-100,-1.093133982,0.125,0.487,4.70E-96,neutrophil
Tree shrew,EIF3Jli1,2.31E-100,-1.055452254,0.112,0.471,7.15E-96,neutrophil
Tree shrew,EIF3Mli1,2.36E-100,-0.940592162,0.109,0.467,7.31E-96,neutrophil
Tree shrew,MSI2,3.31E-100,-1.165114388,0.046,0.368,1.02E-95,neutrophil
Tree shrew,SLC16A6,4.35E-100,0.872116681,0.223,0.026,1.35E-95,neutrophil
Tree shrew,NDUFA2,4.82E-100,-1.319709961,0.291,0.63,1.49E-95,neutrophil
Tree shrew,TPR,5.49E-100,-1.058789512,0.183,0.557,1.70E-95,neutrophil
Tree shrew,LRRC58,5.94E-100,-1.61722774,0.248,0.612,1.84E-95,neutrophil
Tree shrew,CD151,8.95E-100,-1.061746439,0.097,0.448,2.77E-95,neutrophil
Tree shrew,SYTL3,1.02E-99,0.910333051,0.363,0.084,3.16E-95,neutrophil
Tree shrew,KIAA0513,1.23E-99,0.812002104,0.265,0.047,3.80E-95,neutrophil
Tree shrew,CHCHD10,1.41E-99,-1.502215317,0.435,0.727,4.35E-95,neutrophil
Tree shrew,SASH1,4.12E-99,-1.100810258,0.037,0.35,1.27E-94,neutrophil
Tree shrew,RASA2,9.11E-99,1.002745941,0.362,0.121,2.82E-94,neutrophil
Tree shrew,PBX1,1.84E-98,-1.104656139,0.044,0.361,5.70E-94,neutrophil
Tree shrew,PPDPF,2.62E-98,-0.96494441,0.507,0.776,8.10E-94,neutrophil
Tree shrew,CLTB,2.67E-98,-1.027045338,0.075,0.413,8.26E-94,neutrophil
Tree shrew,PRICKLE4,2.87E-98,-0.963067065,0.084,0.426,8.87E-94,neutrophil
Tree shrew,HNRNPR,6.09E-98,-1.030943713,0.157,0.522,1.88E-93,neutrophil
Tree shrew,KRTCAP2,7.59E-98,-0.916588299,0.054,0.375,2.35E-93,neutrophil
Tree shrew,AP2M1,9.42E-98,-1.055722625,0.185,0.552,2.91E-93,neutrophil
Tree shrew,MT3,1.17E-97,-1.822811708,0.457,0.737,3.60E-93,neutrophil
Tree shrew,RNASEH2C,1.63E-97,-1.133934417,0.069,0.403,5.06E-93,neutrophil
Tree shrew,AGPAT9-AS-2,1.70E-97,0.411589842,0.1,0.002,5.26E-93,neutrophil
Tree shrew,CTSLli3,1.28E-96,-1.371183383,0.138,0.494,3.95E-92,neutrophil
Tree shrew,CALD1,2.04E-96,-1.298225608,0.16,0.523,6.31E-92,neutrophil
Tree shrew,HOXA7,2.05E-96,-1.007907538,0.057,0.377,6.34E-92,neutrophil
Tree shrew,CALU,3.33E-96,-0.931322723,0.049,0.365,1.03E-91,neutrophil
Tree shrew,SCARB1,3.36E-96,-1.440380185,0.17,0.53,1.04E-91,neutrophil
Tree shrew,CENPX,3.62E-96,-1.001096866,0.188,0.555,1.12E-91,neutrophil
Tree shrew,RPL22li1,3.98E-96,-1.025288491,0.079,0.414,1.23E-91,neutrophil
Tree shrew,GRK6,1.21E-95,0.762890394,0.27,0.05,3.73E-91,neutrophil
Tree shrew,SOAT1,1.21E-95,-1.441095749,0.113,0.453,3.75E-91,neutrophil
Tree shrew,RPN2,2.13E-95,-0.895349009,0.075,0.406,6.60E-91,neutrophil
Tree shrew,BPNT1,2.20E-95,-1.002026683,0.112,0.459,6.82E-91,neutrophil
Tree shrew,MRPL14,2.30E-95,-1.004600283,0.106,0.452,7.10E-91,neutrophil
Tree shrew,REXO2,2.32E-95,-0.860109148,0.081,0.41,7.17E-91,neutrophil
Tree shrew,MICOS13,4.18E-95,-1.052894863,0.104,0.449,1.29E-90,neutrophil
Tree shrew,MDH1li1,5.94E-95,-1.284936243,0.147,0.501,1.84E-90,neutrophil
Tree shrew,ATP5PO,7.42E-95,-1.08540989,0.313,0.654,2.29E-90,neutrophil
Tree shrew,MATR3li2,8.88E-95,-0.902173184,0.113,0.461,2.75E-90,neutrophil
Tree shrew,TJP1,1.00E-94,-1.279982602,0.045,0.355,3.10E-90,neutrophil
Tree shrew,XRCC1li1,1.03E-94,0.8823313,0.275,0.078,3.20E-90,neutrophil
Tree shrew,GCSHli7,1.26E-94,-0.901536859,0.063,0.381,3.89E-90,neutrophil
Tree shrew,HNRNPH2li1,1.91E-94,-1.117442027,0.238,0.597,5.90E-90,neutrophil
Tree shrew,WWTR1,2.16E-94,-0.937789868,0.046,0.35,6.68E-90,neutrophil
Tree shrew,RPL13Ali3,2.73E-94,-1.193826549,0.27,0.601,8.45E-90,neutrophil
Tree shrew,C9ORF72-AS-1,3.28E-94,0.953796574,0.263,0.048,1.02E-89,neutrophil
Tree shrew,CCT7li1,3.69E-94,-0.896484887,0.067,0.391,1.14E-89,neutrophil
Tree shrew,EDF1,4.83E-94,-0.979810946,0.377,0.699,1.49E-89,neutrophil
Tree shrew,NCKAP1,5.26E-94,-0.95596569,0.033,0.33,1.63E-89,neutrophil
Tree shrew,NR3C1,5.38E-94,1.090812375,0.539,0.313,1.66E-89,neutrophil
Tree shrew,RSL1D1li1,6.43E-94,-0.986039582,0.054,0.369,1.99E-89,neutrophil
Tree shrew,TSC22D3,6.84E-94,1.202973794,0.714,0.419,2.11E-89,neutrophil
Tree shrew,PWP1,9.55E-94,-0.957476142,0.031,0.326,2.95E-89,neutrophil
Tree shrew,NDUFB8,9.83E-94,-1.080859818,0.189,0.547,3.04E-89,neutrophil
Tree shrew,SERPINB9li3,1.91E-93,-0.992398764,0.09,0.425,5.91E-89,neutrophil
Tree shrew,NRIP1,2.39E-93,-1.062589234,0.048,0.357,7.39E-89,neutrophil
Tree shrew,COX7Bli1,3.09E-93,-1.146515545,0.208,0.557,9.55E-89,neutrophil
Tree shrew,SLC25A39,3.85E-93,-0.977887187,0.094,0.43,1.19E-88,neutrophil
Tree shrew,RPS6li8,5.02E-93,0.55533543,0.126,0.005,1.55E-88,neutrophil
Tree shrew,FKBP5-AS-2,8.13E-93,1.00434583,0.296,0.059,2.52E-88,neutrophil
Tree shrew,TMEM98,1.01E-92,-1.020853193,0.026,0.313,3.12E-88,neutrophil
Tree shrew,ATL3,1.35E-92,-0.89699983,0.033,0.328,4.17E-88,neutrophil
Tree shrew,ATP5IF1,1.85E-92,-1.11069944,0.266,0.609,5.74E-88,neutrophil
Tree shrew,TMX2,4.02E-92,-0.87483208,0.067,0.386,1.24E-87,neutrophil
Tree shrew,CCNJL,4.29E-92,0.649341003,0.179,0.018,1.33E-87,neutrophil
Tree shrew,STK4,4.47E-92,0.978521355,0.416,0.153,1.38E-87,neutrophil
Tree shrew,CLDND2li1,7.79E-92,-1.138725499,0.264,0.618,2.41E-87,neutrophil
Tree shrew,GRSF1,9.98E-92,-0.856920076,0.031,0.321,3.09E-87,neutrophil
Tree shrew,FRY,1.06E-91,0.940656548,0.344,0.088,3.28E-87,neutrophil
Tree shrew,NDUFS5li1,1.10E-91,-1.043821655,0.247,0.597,3.41E-87,neutrophil
Tree shrew,ATP5F1B,1.32E-91,-1.033900762,0.295,0.624,4.07E-87,neutrophil
Tree shrew,RGS20li1,1.92E-91,0.622598684,0.175,0.015,5.95E-87,neutrophil
Tree shrew,UBE2H,1.94E-91,0.871038522,0.607,0.46,5.99E-87,neutrophil
Tree shrew,RPL26L1li1,3.06E-91,-0.932267232,0.088,0.416,9.45E-87,neutrophil
Tree shrew,PHACTR1-AS-8,3.07E-91,0.605849904,0.136,0.008,9.50E-87,neutrophil
Tree shrew,ASPH,3.60E-91,-1.525094854,0.189,0.514,1.11E-86,neutrophil
Tree shrew,MT1,3.63E-91,-1.859675417,0.3,0.624,1.12E-86,neutrophil
Tree shrew,PSMA2,4.26E-91,-0.847473103,0.112,0.45,1.32E-86,neutrophil
Tree shrew,SNAPC4,7.25E-91,0.954236396,0.227,0.045,2.24E-86,neutrophil
Tree shrew,RIPK3,7.32E-91,0.920411315,0.282,0.062,2.26E-86,neutrophil
Tree shrew,SNX9li1,8.07E-91,-1.052500604,0.064,0.38,2.50E-86,neutrophil
Tree shrew,RAD23A,8.83E-91,-0.804579847,0.08,0.399,2.73E-86,neutrophil
Tree shrew,GHITM,1.41E-90,-1.088896415,0.152,0.496,4.37E-86,neutrophil
Tree shrew,MRPL23,1.98E-90,-1.003291666,0.1,0.432,6.11E-86,neutrophil
Tree shrew,PDLIM1,2.08E-90,-1.010558459,0.062,0.375,6.44E-86,neutrophil
Tree shrew,VAV1,2.21E-90,0.351966405,0.117,0.004,6.85E-86,neutrophil
Tree shrew,HADHA,2.51E-90,-1.015977018,0.044,0.34,7.75E-86,neutrophil
Tree shrew,SNX3,3.71E-90,0.910517276,0.691,0.521,1.15E-85,neutrophil
Tree shrew,HEBP2,3.93E-90,-1.143455649,0.046,0.347,1.22E-85,neutrophil
Tree shrew,LIMD2,4.98E-90,1.000577504,0.308,0.069,1.54E-85,neutrophil
Tree shrew,AOPEP,5.37E-90,-1.202251733,0.049,0.351,1.66E-85,neutrophil
Tree shrew,POLE4,6.31E-90,-0.84907059,0.148,0.494,1.95E-85,neutrophil
Tree shrew,BAZ1A,7.17E-90,1.11647094,0.449,0.211,2.22E-85,neutrophil
Tree shrew,NUDT4,7.24E-90,1.199190962,0.414,0.217,2.24E-85,neutrophil
Tree shrew,DYNC1H1,7.87E-90,-0.985037711,0.115,0.451,2.43E-85,neutrophil
Tree shrew,SSH2-AS-7,8.14E-90,0.56231332,0.142,0.008,2.52E-85,neutrophil
Tree shrew,RDX,1.67E-89,-1.023557556,0.099,0.427,5.17E-85,neutrophil
Tree shrew,LONP1li1,1.95E-89,-0.970540291,0.051,0.352,6.04E-85,neutrophil
Tree shrew,DHRS9,3.50E-89,0.456507587,0.102,0.002,1.08E-84,neutrophil
Tree shrew,STIP1li3,4.12E-89,-0.916456624,0.097,0.425,1.27E-84,neutrophil
Tree shrew,NDUFAF3,4.77E-89,-0.86554367,0.064,0.372,1.48E-84,neutrophil
Tree shrew,VPS51,4.85E-89,-1.132195782,0.108,0.44,1.50E-84,neutrophil
Tree shrew,RAVER1,7.74E-89,0.609789404,0.165,0.014,2.39E-84,neutrophil
Tree shrew,CERS6,8.50E-89,-1.182870941,0.089,0.406,2.63E-84,neutrophil
Tree shrew,KPNB1,9.85E-89,-0.955422728,0.103,0.433,3.05E-84,neutrophil
Tree shrew,PLPP3,1.95E-88,-2.249537799,0.095,0.41,6.03E-84,neutrophil
Tree shrew,MGARP,2.18E-88,-1.287533907,0.059,0.366,6.74E-84,neutrophil
Tree shrew,NR2F2,5.54E-88,-1.700057345,0.077,0.392,1.71E-83,neutrophil
Tree shrew,ARPC4,5.59E-88,0.949479739,0.584,0.368,1.73E-83,neutrophil
Tree shrew,PEA15,6.42E-88,-1.166068231,0.054,0.355,1.99E-83,neutrophil
Tree shrew,CYB5A,6.57E-88,-1.120507753,0.126,0.463,2.03E-83,neutrophil
Tree shrew,SRSF11,8.30E-88,-1.010275061,0.208,0.555,2.57E-83,neutrophil
Tree shrew,FAM120A,1.04E-87,-0.931125983,0.104,0.433,3.22E-83,neutrophil
Tree shrew,NSL1,1.50E-87,-0.933604525,0.053,0.352,4.63E-83,neutrophil
Tree shrew,FOXN3,1.51E-87,-0.919358511,0.05,0.348,4.67E-83,neutrophil
Tree shrew,FNBP1L,1.68E-87,-0.961937599,0.046,0.341,5.20E-83,neutrophil
Tree shrew,ANTKMT,1.86E-87,-0.868296353,0.054,0.35,5.77E-83,neutrophil
Tree shrew,BTF3li8,1.97E-87,-0.963095251,0.407,0.694,6.10E-83,neutrophil
Tree shrew,RRBP1-AS-1,3.32E-87,0.652314481,0.121,0.007,1.03E-82,neutrophil
Tree shrew,HINT1li2,3.43E-87,-0.803220426,0.082,0.396,1.06E-82,neutrophil
Tree shrew,TSPAN12,4.92E-87,-1.069829621,0.041,0.329,1.52E-82,neutrophil
Tree shrew,GSTK1,6.30E-87,-1.29495142,0.1,0.423,1.95E-82,neutrophil
Tree shrew,TFAP4,6.44E-87,-0.997193292,0.233,0.577,1.99E-82,neutrophil
Tree shrew,JDP2,1.09E-86,1.07433686,0.412,0.138,3.37E-82,neutrophil
Tree shrew,CD74,1.48E-86,-2.523146569,0.236,0.555,4.58E-82,neutrophil
Tree shrew,EPB41L2,1.89E-86,-0.828668009,0.042,0.326,5.85E-82,neutrophil
Tree shrew,NDUFA12li1,1.99E-86,-0.869192525,0.089,0.405,6.14E-82,neutrophil
Tree shrew,MLRN,2.11E-86,0.716533208,0.761,0.689,6.53E-82,neutrophil
Tree shrew,MEIS2,2.34E-86,-0.902088496,0.044,0.333,7.25E-82,neutrophil
Tree shrew,GSTM3,4.43E-86,-1.09418087,0.073,0.383,1.37E-81,neutrophil
Tree shrew,PRDX2,8.03E-86,-1.237882761,0.111,0.437,2.48E-81,neutrophil
Tree shrew,LYST,9.46E-86,0.62578468,0.21,0.033,2.93E-81,neutrophil
Tree shrew,ENAH,1.01E-85,-1.079047953,0.099,0.421,3.13E-81,neutrophil
Tree shrew,RNH1,1.09E-85,-0.878423097,0.152,0.491,3.36E-81,neutrophil
Tree shrew,ATP8B4,1.73E-85,0.532175654,0.148,0.011,5.35E-81,neutrophil
Tree shrew,SMAP,1.84E-85,-0.993176834,0.252,0.592,5.70E-81,neutrophil
Tree shrew,CYP51A1,2.12E-85,-1.288390395,0.09,0.407,6.54E-81,neutrophil
Tree shrew,FIS1,2.18E-85,-0.956857593,0.322,0.656,6.75E-81,neutrophil
Tree shrew,CAP1li4,2.77E-85,0.911561091,0.512,0.324,8.56E-81,neutrophil
Tree shrew,JAK2,3.47E-85,1.019992527,0.402,0.141,1.07E-80,neutrophil
Tree shrew,TNFSF8,3.78E-85,0.895381505,0.179,0.02,1.17E-80,neutrophil
Tree shrew,LORF2li312,4.73E-85,-1.102451093,0.048,0.338,1.46E-80,neutrophil
Tree shrew,F13A1,4.83E-85,0.786881917,0.216,0.03,1.49E-80,neutrophil
Tree shrew,SMC6,9.95E-85,-0.956782846,0.051,0.344,3.08E-80,neutrophil
Tree shrew,RGS2,1.18E-84,1.19582015,0.718,0.464,3.65E-80,neutrophil
Tree shrew,NUDCli1,1.38E-84,-0.932214975,0.093,0.409,4.26E-80,neutrophil
Tree shrew,SLC23A2,2.46E-84,-1.570066896,0.121,0.422,7.61E-80,neutrophil
Tree shrew,PGRMC1,4.07E-84,-1.362333855,0.154,0.475,1.26E-79,neutrophil
Tree shrew,ME1,6.93E-84,-1.130005767,0.063,0.361,2.14E-79,neutrophil
Tree shrew,ACSS2,8.72E-84,0.75815632,0.308,0.086,2.70E-79,neutrophil
Tree shrew,EIF3H,1.01E-83,-0.974753537,0.156,0.49,3.13E-79,neutrophil
Tree shrew,FHL3,1.15E-83,0.806461728,0.193,0.028,3.55E-79,neutrophil
Tree shrew,MTFR1li1,1.24E-83,-1.048299632,0.064,0.363,3.83E-79,neutrophil
Tree shrew,CDC42BPA,1.93E-83,-0.862296424,0.03,0.3,5.96E-79,neutrophil
Tree shrew,QRICH1,2.04E-83,-0.784823944,0.073,0.374,6.32E-79,neutrophil
Tree shrew,TMEM160,2.17E-83,-0.855731043,0.147,0.48,6.71E-79,neutrophil
Tree shrew,CDV3,3.53E-83,-0.914931255,0.129,0.456,1.09E-78,neutrophil
Tree shrew,ATP5ME,4.29E-83,-1.045980887,0.19,0.524,1.33E-78,neutrophil
Tree shrew,HDLBP,4.86E-83,-0.879035257,0.118,0.442,1.50E-78,neutrophil
Tree shrew,SLC43A3-AS-1,5.75E-83,0.512176587,0.144,0.011,1.78E-78,neutrophil
Tree shrew,ZMIZ1,6.04E-83,-0.917046217,0.075,0.378,1.87E-78,neutrophil
Tree shrew,TCEAL9,8.97E-83,-1.005085053,0.037,0.312,2.77E-78,neutrophil
Tree shrew,ARHGEF12,9.70E-83,-0.856130583,0.055,0.345,3.00E-78,neutrophil
Tree shrew,ARPC1Ali1,1.13E-82,-0.932851338,0.13,0.456,3.51E-78,neutrophil
Tree shrew,PTPRG,1.38E-82,-0.944075178,0.035,0.308,4.28E-78,neutrophil
Tree shrew,DIAPH1,1.50E-82,0.971156801,0.412,0.148,4.65E-78,neutrophil
Tree shrew,FGD4-AS-6,1.68E-82,0.479379757,0.112,0.005,5.19E-78,neutrophil
Tree shrew,DOCK2,1.91E-82,0.811744068,0.283,0.06,5.91E-78,neutrophil
Tree shrew,NSA2li10,2.06E-82,-0.892790204,0.089,0.398,6.37E-78,neutrophil
Tree shrew,SRPK2,2.37E-82,-1.16934745,0.106,0.416,7.32E-78,neutrophil
Tree shrew,SRSF10,3.32E-82,-0.890778761,0.081,0.387,1.03E-77,neutrophil
Tree shrew,PSMG4,3.71E-82,-0.730995879,0.091,0.392,1.15E-77,neutrophil
