gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster
AKAP13,5.09E-107,-0.425893892,0.136,0.216,1.57E-102,cortex-steroidogenic
SIAH1,1.75E-106,-0.462607731,0.147,0.219,5.40E-102,cortex-steroidogenic
NDUFS6,1.88E-106,0.275039263,0.56,0.424,5.80E-102,cortex-steroidogenic
SKIL,1.97E-106,-0.504589082,0.395,0.389,6.09E-102,cortex-steroidogenic
LANCL3,2.95E-106,-0.328823883,0.054,0.137,9.11E-102,cortex-steroidogenic
CD200,3.13E-106,-0.425381199,0.153,0.203,9.69E-102,cortex-steroidogenic
RSBN1L,5.42E-106,-0.423160785,0.19,0.259,1.68E-101,cortex-steroidogenic
ATP5PF,1.08E-105,0.323112508,0.616,0.486,3.34E-101,cortex-steroidogenic
CTNNA1,1.15E-105,-0.378337917,0.283,0.324,3.54E-101,cortex-steroidogenic
NOS1AP,3.19E-105,0.32654708,0.214,0.117,9.87E-101,cortex-steroidogenic
PSIP1,3.83E-105,-0.295871956,0.411,0.415,1.18E-100,cortex-steroidogenic
PDP1,5.41E-105,-0.333884926,0.062,0.131,1.67E-100,cortex-steroidogenic
STX7,5.99E-105,-0.39008296,0.148,0.223,1.85E-100,cortex-steroidogenic
CD83,6.75E-105,-0.586860007,0.04,0.11,2.09E-100,cortex-steroidogenic
COMMD6li3,1.66E-104,-0.406164105,0.576,0.614,5.13E-100,cortex-steroidogenic
COPB2,1.67E-104,0.328388843,0.479,0.346,5.18E-100,cortex-steroidogenic
ELOVL1li1,3.74E-104,-0.353752596,0.109,0.166,1.16E-99,cortex-steroidogenic
CNDP2,3.89E-104,-0.355467001,0.081,0.155,1.20E-99,cortex-steroidogenic
CA3,7.35E-104,-0.507843547,0.157,0.22,2.27E-99,cortex-steroidogenic
PTEN,8.06E-104,-0.408628914,0.269,0.315,2.49E-99,cortex-steroidogenic
FCHO2,1.64E-103,-0.402052659,0.164,0.233,5.08E-99,cortex-steroidogenic
ATP5F1Cli3,2.06E-103,0.284197612,0.53,0.396,6.36E-99,cortex-steroidogenic
MT-ND1-AS-1,2.35E-103,0.273999317,0.263,0.155,7.26E-99,cortex-steroidogenic
PTPRG,2.60E-103,-0.324548478,0.31,0.302,8.04E-99,cortex-steroidogenic
LINC-HSPA8-21,3.77E-103,0.309477848,0.14,0.068,1.17E-98,cortex-steroidogenic
CPNE2,4.75E-103,-0.347405563,0.131,0.226,1.47E-98,cortex-steroidogenic
FGF9,5.38E-103,0.252046512,0.139,0.062,1.66E-98,cortex-steroidogenic
EFNB1,9.36E-103,-0.369318941,0.051,0.104,2.89E-98,cortex-steroidogenic
CA11,1.39E-102,0.251572861,0.259,0.152,4.29E-98,cortex-steroidogenic
GABARAPL2,1.51E-102,-0.340921177,0.52,0.56,4.69E-98,cortex-steroidogenic
N4BP1,1.87E-102,-0.400034455,0.233,0.288,5.79E-98,cortex-steroidogenic
HDAC7,2.58E-102,-0.374003239,0.114,0.179,7.98E-98,cortex-steroidogenic
PPP1CB,4.97E-102,-0.388166274,0.358,0.399,1.54E-97,cortex-steroidogenic
TMBIM6,5.32E-102,0.281826181,0.391,0.266,1.65E-97,cortex-steroidogenic
TPR,7.31E-102,-0.265053287,0.563,0.549,2.26E-97,cortex-steroidogenic
UGCG,1.79E-101,0.287119382,0.443,0.313,5.53E-97,cortex-steroidogenic
KDM5A,1.95E-101,-0.375295131,0.342,0.372,6.02E-97,cortex-steroidogenic
CDK17,3.97E-101,-0.336586167,0.064,0.134,1.23E-96,cortex-steroidogenic
TMOD3,6.39E-101,-0.42395722,0.246,0.304,1.98E-96,cortex-steroidogenic
ATP2B1,7.41E-101,-0.383498528,0.35,0.382,2.29E-96,cortex-steroidogenic
GLUL,1.91E-100,-0.305729993,0.05,0.119,5.91E-96,cortex-steroidogenic
ARPC4,2.64E-100,-0.408079865,0.328,0.38,8.16E-96,cortex-steroidogenic
PDIA3,3.37E-100,-0.315669388,0.584,0.579,1.04E-95,cortex-steroidogenic
RPL6li251,7.34E-100,0.3502774,0.115,0.06,2.27E-95,cortex-steroidogenic
SBDS,1.19E-99,-0.315277156,0.596,0.611,3.67E-95,cortex-steroidogenic
MPDU1,2.04E-99,-0.37047881,0.457,0.435,6.31E-95,cortex-steroidogenic
PCBP1,2.39E-99,-0.353229972,0.582,0.612,7.38E-95,cortex-steroidogenic
LMAN1,2.51E-99,0.277675269,0.564,0.433,7.75E-95,cortex-steroidogenic
NIN,2.73E-99,-0.379756081,0.134,0.206,8.46E-95,cortex-steroidogenic
USP25,3.10E-99,-0.374528446,0.112,0.178,9.58E-95,cortex-steroidogenic
DENR,4.31E-99,0.251317978,0.514,0.381,1.33E-94,cortex-steroidogenic
GPR183,5.54E-99,-0.849772073,0.045,0.103,1.71E-94,cortex-steroidogenic
ANKRD10,6.27E-99,0.261293244,0.245,0.143,1.94E-94,cortex-steroidogenic
RNF130,1.15E-98,-0.373359611,0.176,0.232,3.56E-94,cortex-steroidogenic
ZBTB7A,1.55E-98,-0.351731383,0.298,0.34,4.81E-94,cortex-steroidogenic
RALBP1,2.05E-98,-0.362036642,0.432,0.455,6.34E-94,cortex-steroidogenic
RPL10li2,2.38E-98,-0.277002225,0.682,0.683,7.37E-94,cortex-steroidogenic
CHGB,4.11E-98,-2.133164284,0.407,0.317,1.27E-93,cortex-steroidogenic
SNX6,9.02E-98,-0.380637385,0.359,0.402,2.79E-93,cortex-steroidogenic
ZFP36L1,9.05E-98,-0.297895355,0.67,0.653,2.80E-93,cortex-steroidogenic
ITSN2,1.76E-97,-0.285665208,0.431,0.435,5.45E-93,cortex-steroidogenic
SERINC1,3.36E-97,0.267977124,0.541,0.409,1.04E-92,cortex-steroidogenic
HNRNPA3,4.74E-97,-0.257358259,0.526,0.518,1.47E-92,cortex-steroidogenic
LAPTM4A,5.59E-97,-0.355389857,0.483,0.486,1.73E-92,cortex-steroidogenic
SLC25A26,8.63E-97,0.708578981,0.362,0.279,2.67E-92,cortex-steroidogenic
SPTBN1-AS-4,9.07E-97,-0.428893698,0.065,0.125,2.80E-92,cortex-steroidogenic
LATS2,1.48E-96,-0.365950116,0.188,0.221,4.57E-92,cortex-steroidogenic
CCNG2li1,1.95E-96,-0.338050497,0.07,0.129,6.02E-92,cortex-steroidogenic
EIF3Eli1,2.66E-96,-0.263661581,0.547,0.538,8.23E-92,cortex-steroidogenic
EIF5li2,4.62E-96,-0.35759417,0.602,0.604,1.43E-91,cortex-steroidogenic
RELL1,4.87E-96,-0.371605069,0.096,0.15,1.51E-91,cortex-steroidogenic
ZC3H12Ali1,5.54E-96,-0.50703824,0.059,0.12,1.71E-91,cortex-steroidogenic
EML4,7.38E-96,-0.43347083,0.126,0.179,2.28E-91,cortex-steroidogenic
ADIPOR1li1,9.33E-96,-0.371947108,0.149,0.216,2.89E-91,cortex-steroidogenic
SAMD9,2.36E-95,-0.353530985,0.052,0.116,7.29E-91,cortex-steroidogenic
CRELD2,6.43E-95,-0.407596163,0.081,0.148,1.99E-90,cortex-steroidogenic
CDC42-AS-1,7.10E-95,-0.435768527,0.129,0.208,2.20E-90,cortex-steroidogenic
IVNS1ABP,1.18E-94,-0.471433558,0.209,0.267,3.64E-90,cortex-steroidogenic
SSBP4li1,1.68E-94,-0.380611676,0.13,0.194,5.20E-90,cortex-steroidogenic
ATG3,2.05E-94,-0.368637134,0.163,0.221,6.34E-90,cortex-steroidogenic
LUC7L3,3.70E-94,0.298104184,0.578,0.448,1.14E-89,cortex-steroidogenic
PIP4K2A,4.15E-94,-0.381917469,0.126,0.188,1.28E-89,cortex-steroidogenic
CYRIB,9.09E-94,-0.393861274,0.123,0.173,2.81E-89,cortex-steroidogenic
MAP2K3,1.27E-93,0.276568269,0.424,0.301,3.94E-89,cortex-steroidogenic
TRIM25,1.34E-93,-0.352549058,0.176,0.218,4.13E-89,cortex-steroidogenic
CHCHD2,3.96E-93,0.309362285,0.803,0.756,1.22E-88,cortex-steroidogenic
HNRNPUL2,4.78E-93,-0.311766254,0.382,0.405,1.48E-88,cortex-steroidogenic
MICOS10,5.82E-93,0.270734485,0.667,0.551,1.80E-88,cortex-steroidogenic
SYPL1,1.21E-92,-0.289903355,0.385,0.374,3.75E-88,cortex-steroidogenic
ABCA5,2.26E-92,-0.419001934,0.121,0.108,7.00E-88,cortex-steroidogenic
CHORDC1,2.74E-92,-0.255747329,0.543,0.529,8.46E-88,cortex-steroidogenic
PPT1,3.24E-92,-0.420716202,0.179,0.217,1.00E-87,cortex-steroidogenic
UBXN1,3.30E-92,-0.394149727,0.355,0.407,1.02E-87,cortex-steroidogenic
PPIP5K2,7.59E-92,-0.403179211,0.213,0.246,2.35E-87,cortex-steroidogenic
ZFC3H1,9.33E-92,0.281143196,0.36,0.243,2.89E-87,cortex-steroidogenic
GSTO2,1.09E-91,-0.353814842,0.414,0.439,3.37E-87,cortex-steroidogenic
RHEB,2.09E-91,-0.360347906,0.396,0.435,6.47E-87,cortex-steroidogenic
SLC9A8,2.26E-91,0.32020784,0.317,0.207,6.98E-87,cortex-steroidogenic
PIM3,3.18E-91,-0.344822906,0.092,0.155,9.83E-87,cortex-steroidogenic
RGS7,3.86E-91,0.404591956,0.269,0.168,1.19E-86,cortex-steroidogenic
TSORFli1919,6.30E-91,0.349895727,0.544,0.415,1.95E-86,cortex-steroidogenic
TFIP11,6.53E-91,-0.362303446,0.322,0.354,2.02E-86,cortex-steroidogenic
PIEZO1,6.84E-91,-0.314315278,0.044,0.107,2.12E-86,cortex-steroidogenic
NDUFA13,8.30E-91,0.272799129,0.667,0.56,2.57E-86,cortex-steroidogenic
RFK,1.54E-90,-0.443215135,0.182,0.245,4.75E-86,cortex-steroidogenic
LINC-FABP2-1,1.63E-90,0.29794816,0.401,0.286,5.03E-86,cortex-steroidogenic
SAMD8,4.51E-90,-0.325851021,0.11,0.176,1.40E-85,cortex-steroidogenic
ATP5F1B,4.85E-90,0.265105284,0.707,0.602,1.50E-85,cortex-steroidogenic
FAM214A,8.55E-90,-0.360020924,0.332,0.372,2.64E-85,cortex-steroidogenic
CDIPT,9.80E-90,-0.349012434,0.155,0.213,3.03E-85,cortex-steroidogenic
BID,1.12E-89,-0.33043681,0.063,0.125,3.46E-85,cortex-steroidogenic
LAMC1,1.36E-89,-0.332303638,0.099,0.131,4.22E-85,cortex-steroidogenic
UBASH3B,1.41E-89,-0.271624851,0.046,0.11,4.36E-85,cortex-steroidogenic
VEGFC,1.82E-89,-0.334001637,0.052,0.104,5.63E-85,cortex-steroidogenic
P2RX4,2.02E-89,-0.320953613,0.087,0.146,6.25E-85,cortex-steroidogenic
XBP1,2.12E-89,-0.376359406,0.304,0.338,6.56E-85,cortex-steroidogenic
UBE2Q1,2.38E-89,-0.359398759,0.307,0.349,7.36E-85,cortex-steroidogenic
TLE3,2.75E-89,-0.329106292,0.056,0.118,8.49E-85,cortex-steroidogenic
MYD88li1,3.20E-89,-0.310238563,0.076,0.142,9.89E-85,cortex-steroidogenic
SLC38A2,3.39E-89,-0.361768566,0.518,0.523,1.05E-84,cortex-steroidogenic
ROCK2,8.37E-89,-0.278692076,0.486,0.476,2.59E-84,cortex-steroidogenic
MAP4,1.04E-88,-0.359856181,0.206,0.243,3.20E-84,cortex-steroidogenic
FAM71A,1.18E-88,-0.514660355,0.118,0.188,3.66E-84,cortex-steroidogenic
TTGN1,1.59E-88,-0.317607822,0.26,0.287,4.92E-84,cortex-steroidogenic
TNS2,2.22E-88,-0.333574336,0.252,0.278,6.87E-84,cortex-steroidogenic
ITPR2,2.34E-88,-0.404502281,0.197,0.266,7.24E-84,cortex-steroidogenic
HIPK2,5.20E-88,-0.255768216,0.397,0.394,1.61E-83,cortex-steroidogenic
PRKACB,7.63E-88,-0.362786213,0.147,0.208,2.36E-83,cortex-steroidogenic
H2AZ2li2,1.65E-87,-0.345913565,0.306,0.311,5.12E-83,cortex-steroidogenic
LIPA,3.85E-87,-0.373098143,0.162,0.194,1.19E-82,cortex-steroidogenic
PRKD3,4.26E-87,-0.339526991,0.109,0.172,1.32E-82,cortex-steroidogenic
MAP3K3,4.34E-87,-0.314372986,0.083,0.142,1.34E-82,cortex-steroidogenic
PNRC1,4.48E-87,-0.353014419,0.515,0.508,1.39E-82,cortex-steroidogenic
CDKN1A,4.54E-87,-0.31813692,0.154,0.16,1.41E-82,cortex-steroidogenic
RAD21,4.82E-87,-0.324988459,0.31,0.337,1.49E-82,cortex-steroidogenic
WASL,2.01E-86,-0.297939522,0.38,0.389,6.22E-82,cortex-steroidogenic
RAB14,2.41E-86,-0.310439551,0.444,0.465,7.46E-82,cortex-steroidogenic
DNAJB1,2.67E-86,-0.345883704,0.492,0.472,8.27E-82,cortex-steroidogenic
RBPJ,3.41E-86,-0.355371448,0.269,0.288,1.06E-81,cortex-steroidogenic
CSK,4.30E-86,-0.387534743,0.112,0.183,1.33E-81,cortex-steroidogenic
WNK1,9.09E-86,-0.311102548,0.353,0.361,2.81E-81,cortex-steroidogenic
PDIA4,1.80E-85,-0.322313352,0.188,0.228,5.58E-81,cortex-steroidogenic
BTG1,1.96E-85,-0.614826581,0.123,0.182,6.05E-81,cortex-steroidogenic
ANP32E,2.03E-85,-0.330762149,0.234,0.253,6.28E-81,cortex-steroidogenic
PSMA7,2.05E-85,0.275458352,0.751,0.674,6.34E-81,cortex-steroidogenic
TOP2B,3.00E-85,-0.311036651,0.425,0.445,9.29E-81,cortex-steroidogenic
TANC1,3.48E-85,-0.347014245,0.103,0.173,1.08E-80,cortex-steroidogenic
TAOK1,3.94E-85,-0.30447947,0.332,0.346,1.22E-80,cortex-steroidogenic
DYNC1I2,1.94E-84,-0.335812291,0.365,0.381,6.00E-80,cortex-steroidogenic
ADA,2.25E-84,-0.306134727,0.045,0.108,6.97E-80,cortex-steroidogenic
SERPING1,3.29E-84,0.297484376,0.35,0.24,1.02E-79,cortex-steroidogenic
SYS1,8.08E-84,-0.342748796,0.212,0.263,2.50E-79,cortex-steroidogenic
CD47,1.20E-83,-0.312091892,0.228,0.332,3.70E-79,cortex-steroidogenic
EIF3A,1.51E-83,-0.272960645,0.61,0.606,4.68E-79,cortex-steroidogenic
PPP2R5E,3.05E-83,-0.287352138,0.332,0.344,9.43E-79,cortex-steroidogenic
MLF2,3.12E-83,-0.267433708,0.388,0.395,9.64E-79,cortex-steroidogenic
SEC11C,1.47E-82,-0.385993627,0.231,0.262,4.54E-78,cortex-steroidogenic
PPP1CCli1,2.79E-82,-0.365098632,0.186,0.247,8.63E-78,cortex-steroidogenic
IL17RA,3.06E-82,-0.319727781,0.072,0.126,9.47E-78,cortex-steroidogenic
BAZ2Bli2,3.67E-82,0.293942416,0.28,0.18,1.13E-77,cortex-steroidogenic
BAZ1A,4.03E-82,-0.335336663,0.187,0.22,1.25E-77,cortex-steroidogenic
RSRC2,5.13E-82,-0.294418341,0.491,0.49,1.59E-77,cortex-steroidogenic
CEP170,6.00E-82,-0.35146726,0.16,0.214,1.86E-77,cortex-steroidogenic
FNBP1L,6.10E-82,-0.314787382,0.319,0.339,1.89E-77,cortex-steroidogenic
TM6SF1,6.25E-82,-0.278280292,0.054,0.119,1.93E-77,cortex-steroidogenic
CD2APli1,6.76E-82,-0.338416607,0.365,0.392,2.09E-77,cortex-steroidogenic
GJC1,8.91E-82,-0.353027692,0.098,0.176,2.76E-77,cortex-steroidogenic
THBS1,1.58E-81,0.282207868,0.166,0.09,4.88E-77,cortex-steroidogenic
MARCKS,2.02E-81,0.271914811,0.631,0.529,6.24E-77,cortex-steroidogenic
RGL1,2.02E-81,-0.348780644,0.171,0.256,6.24E-77,cortex-steroidogenic
KLF10,2.31E-81,-0.352364945,0.189,0.238,7.15E-77,cortex-steroidogenic
PDCD10,3.05E-81,-0.348954559,0.223,0.269,9.42E-77,cortex-steroidogenic
DDIT3,4.19E-81,-0.383574794,0.232,0.281,1.29E-76,cortex-steroidogenic
TPT1li12,6.51E-81,-0.364570655,0.305,0.362,2.01E-76,cortex-steroidogenic
CDC5Lli1,8.73E-81,-0.315870638,0.316,0.348,2.70E-76,cortex-steroidogenic
CASP3li1,1.02E-80,-0.298913063,0.066,0.115,3.16E-76,cortex-steroidogenic
CDK2AP2,1.63E-80,-0.359069549,0.262,0.31,5.04E-76,cortex-steroidogenic
POLli34,2.87E-80,0.287724866,0.246,0.153,8.87E-76,cortex-steroidogenic
CBLB,3.09E-80,-0.372863268,0.077,0.129,9.56E-76,cortex-steroidogenic
TRIB1,4.92E-80,-0.374930464,0.067,0.113,1.52E-75,cortex-steroidogenic
IQGAP2,6.30E-80,-0.339385899,0.133,0.225,1.95E-75,cortex-steroidogenic
ADGRG6,8.93E-80,-0.253112947,0.04,0.104,2.76E-75,cortex-steroidogenic
ANXA11,1.07E-79,-0.316326806,0.419,0.446,3.31E-75,cortex-steroidogenic
NFKB1,1.17E-79,-0.33391399,0.119,0.19,3.62E-75,cortex-steroidogenic
ATF2,9.03E-79,0.252548793,0.717,0.617,2.79E-74,cortex-steroidogenic
UVRAG,1.69E-78,-0.29913463,0.083,0.155,5.24E-74,cortex-steroidogenic
PTPN1,3.66E-78,-0.351030591,0.119,0.172,1.13E-73,cortex-steroidogenic
TRIB2,4.51E-78,-0.325335814,0.076,0.136,1.40E-73,cortex-steroidogenic
GNB2,5.68E-78,-0.29086017,0.4,0.419,1.76E-73,cortex-steroidogenic
NAB1,6.86E-78,-0.358408636,0.266,0.307,2.12E-73,cortex-steroidogenic
BAZ2A,7.25E-78,-0.358829982,0.271,0.314,2.24E-73,cortex-steroidogenic
DNAJC10,7.39E-78,-0.314608096,0.206,0.237,2.29E-73,cortex-steroidogenic
STK4,7.86E-78,-0.324560415,0.123,0.163,2.43E-73,cortex-steroidogenic
BCL7Cli1,2.72E-77,-0.323641862,0.127,0.186,8.41E-73,cortex-steroidogenic
STX3,6.97E-77,-0.294713184,0.056,0.11,2.16E-72,cortex-steroidogenic
HAUS4,1.14E-76,0.274725246,0.169,0.097,3.52E-72,cortex-steroidogenic
RAB7A,1.72E-76,-0.286516265,0.403,0.414,5.31E-72,cortex-steroidogenic
TPP1,1.87E-76,-0.299202694,0.252,0.264,5.78E-72,cortex-steroidogenic
RALA,2.07E-76,-0.292833397,0.218,0.244,6.40E-72,cortex-steroidogenic
SERINC3,2.23E-76,-0.30555605,0.591,0.58,6.91E-72,cortex-steroidogenic
BNIP3L,2.27E-76,-0.309070145,0.341,0.36,7.02E-72,cortex-steroidogenic
GADD45G,2.97E-76,-0.353230624,0.083,0.131,9.19E-72,cortex-steroidogenic
TMEM50B,7.78E-76,-0.303412831,0.246,0.269,2.41E-71,cortex-steroidogenic
UBE2J1,7.90E-76,-0.314510098,0.127,0.173,2.44E-71,cortex-steroidogenic
ZNF292,1.74E-75,-0.347356584,0.233,0.268,5.38E-71,cortex-steroidogenic
CCNI,1.98E-75,-0.320906572,0.528,0.556,6.11E-71,cortex-steroidogenic
LRP5,2.93E-75,-0.292132161,0.136,0.17,9.07E-71,cortex-steroidogenic
LORF2li206,3.45E-75,0.350552413,0.109,0.066,1.07E-70,cortex-steroidogenic
MAX,5.97E-75,-0.311471624,0.142,0.194,1.85E-70,cortex-steroidogenic
BAZ1B,6.21E-75,-0.282881174,0.335,0.348,1.92E-70,cortex-steroidogenic
ATP10A,1.07E-74,0.299714846,0.312,0.211,3.31E-70,cortex-steroidogenic
MOV10li1,2.15E-74,-0.300328849,0.253,0.285,6.65E-70,cortex-steroidogenic
BRD2,2.30E-74,-0.291415855,0.523,0.513,7.11E-70,cortex-steroidogenic
ATF4li1,2.37E-74,-0.297673642,0.58,0.589,7.33E-70,cortex-steroidogenic
RANBP9,3.11E-74,-0.341624764,0.304,0.342,9.62E-70,cortex-steroidogenic
CCN1,4.06E-74,-0.357779587,0.046,0.1,1.25E-69,cortex-steroidogenic
SLC40A1,5.63E-74,-0.385708443,0.117,0.151,1.74E-69,cortex-steroidogenic
PLBD1,6.06E-74,-0.367507542,0.066,0.119,1.88E-69,cortex-steroidogenic
NDRG2,7.08E-74,-0.372206087,0.228,0.277,2.19E-69,cortex-steroidogenic
COX6A2,1.08E-73,-0.273301087,0.193,0.206,3.34E-69,cortex-steroidogenic
ATP6V0B,1.32E-73,-0.250184455,0.446,0.446,4.08E-69,cortex-steroidogenic
TMTC1,1.63E-73,-0.310222437,0.122,0.201,5.03E-69,cortex-steroidogenic
RAPGEFL1,6.49E-73,-0.258129045,0.053,0.104,2.01E-68,cortex-steroidogenic
NCOA7,6.70E-73,-0.285720784,0.223,0.23,2.07E-68,cortex-steroidogenic
KLHL5,8.06E-73,-0.340618411,0.098,0.127,2.49E-68,cortex-steroidogenic
LTBR,1.34E-72,-0.268343527,0.242,0.255,4.13E-68,cortex-steroidogenic
CHIC2,3.56E-72,-0.282461321,0.08,0.131,1.10E-67,cortex-steroidogenic
RRAS,3.60E-72,-0.282400829,0.255,0.27,1.11E-67,cortex-steroidogenic
CCDC69,3.93E-72,-0.308376331,0.099,0.152,1.22E-67,cortex-steroidogenic
GIT1,4.11E-72,-0.271680643,0.057,0.104,1.27E-67,cortex-steroidogenic
NIPAL3,5.21E-72,-0.270074071,0.082,0.132,1.61E-67,cortex-steroidogenic
IRF2BP2,5.45E-72,-0.297582331,0.321,0.343,1.69E-67,cortex-steroidogenic
CEP85,6.51E-72,0.294994616,0.794,0.761,2.01E-67,cortex-steroidogenic
STXBP1,2.88E-71,-0.276551395,0.076,0.132,8.91E-67,cortex-steroidogenic
KLC1,3.72E-71,-0.330810934,0.122,0.189,1.15E-66,cortex-steroidogenic
METAP1D,5.18E-71,0.273013486,0.247,0.162,1.60E-66,cortex-steroidogenic
ABR,9.64E-71,-0.26410009,0.112,0.191,2.98E-66,cortex-steroidogenic
IPO11,1.12E-70,-0.29576969,0.077,0.121,3.46E-66,cortex-steroidogenic
UBE2D3li1,1.26E-70,-0.257951842,0.585,0.589,3.91E-66,cortex-steroidogenic
YPEL2,1.63E-70,-0.252551814,0.054,0.1,5.03E-66,cortex-steroidogenic
CREB3L2,2.37E-70,-0.302530824,0.182,0.226,7.33E-66,cortex-steroidogenic
JTB,2.52E-70,-0.296511819,0.519,0.539,7.79E-66,cortex-steroidogenic
VPS4B,3.29E-70,-0.266676555,0.288,0.302,1.02E-65,cortex-steroidogenic
TSORFli560,4.10E-70,0.290696716,0.117,0.079,1.27E-65,cortex-steroidogenic
PTP4A2,4.73E-70,-0.318116634,0.539,0.557,1.46E-65,cortex-steroidogenic
FLNA,2.21E-69,-0.344192153,0.16,0.186,6.85E-65,cortex-steroidogenic
VGLL4,2.56E-69,-0.317676913,0.167,0.229,7.92E-65,cortex-steroidogenic
POGLUT3,3.03E-69,-0.255162771,0.183,0.191,9.36E-65,cortex-steroidogenic
CCL15,4.56E-69,-1.1814338,0.059,0.11,1.41E-64,cortex-steroidogenic
VASP,9.03E-69,-0.314764332,0.077,0.136,2.79E-64,cortex-steroidogenic
SPATA6,1.05E-68,-0.287908885,0.068,0.131,3.25E-64,cortex-steroidogenic
HMGB1li31,1.10E-68,-0.299697807,0.34,0.36,3.40E-64,cortex-steroidogenic
PDCD6IP,1.10E-68,-0.25046627,0.327,0.328,3.41E-64,cortex-steroidogenic
CACYBPli14,1.84E-68,-0.254932104,0.559,0.557,5.69E-64,cortex-steroidogenic
PIAS1,3.55E-68,-0.299248382,0.145,0.198,1.10E-63,cortex-steroidogenic
SLU7,3.89E-68,-0.27280289,0.207,0.235,1.20E-63,cortex-steroidogenic
SRGAP2,4.32E-68,-0.280736145,0.084,0.153,1.34E-63,cortex-steroidogenic
RABGAP1Lli1,6.98E-68,-0.366528578,0.103,0.135,2.16E-63,cortex-steroidogenic
TIMP1,8.13E-68,-0.435944273,0.284,0.313,2.51E-63,cortex-steroidogenic
SEPTIN10li2,1.12E-67,-0.263972539,0.165,0.181,3.47E-63,cortex-steroidogenic
MAP4K4,1.26E-67,-0.28925088,0.268,0.284,3.88E-63,cortex-steroidogenic
FTH1li4,1.28E-67,-0.404236973,0.979,0.984,3.97E-63,cortex-steroidogenic
MBD2,1.43E-67,-0.32097638,0.25,0.305,4.43E-63,cortex-steroidogenic
ERAP1,1.63E-67,-0.277852556,0.12,0.155,5.04E-63,cortex-steroidogenic
PPP4C,2.48E-67,-0.291518304,0.228,0.261,7.66E-63,cortex-steroidogenic
CTSA,2.53E-67,-0.261886277,0.282,0.271,7.84E-63,cortex-steroidogenic
TAF3,3.48E-67,-0.301777147,0.162,0.2,1.08E-62,cortex-steroidogenic
SMC5,5.76E-67,-0.307983049,0.207,0.241,1.78E-62,cortex-steroidogenic
ENO1li3,6.93E-67,0.279799891,0.601,0.517,2.14E-62,cortex-steroidogenic
ANP32B,7.34E-67,-0.340253363,0.443,0.438,2.27E-62,cortex-steroidogenic
SNRPB,1.43E-66,-0.293792552,0.306,0.341,4.43E-62,cortex-steroidogenic
LAMTOR1,2.01E-66,-0.316168817,0.276,0.314,6.21E-62,cortex-steroidogenic
TMEM50A,2.20E-66,-0.295725798,0.378,0.39,6.80E-62,cortex-steroidogenic
RASSF1,2.22E-66,-0.312531296,0.132,0.182,6.85E-62,cortex-steroidogenic
HIP1,2.24E-66,-0.314899875,0.148,0.205,6.92E-62,cortex-steroidogenic
TMEM9B,3.80E-66,-0.264502069,0.221,0.233,1.18E-61,cortex-steroidogenic
CBFB,4.08E-66,-0.301457301,0.132,0.178,1.26E-61,cortex-steroidogenic
SAT1,4.37E-66,-0.337616257,0.78,0.713,1.35E-61,cortex-steroidogenic
CIR1,4.77E-66,-0.346781385,0.283,0.321,1.47E-61,cortex-steroidogenic
RASSF5,1.47E-65,-0.273846512,0.054,0.113,4.54E-61,cortex-steroidogenic
RBX1,1.51E-65,-0.261398021,0.542,0.547,4.67E-61,cortex-steroidogenic
MAGT1li1,2.03E-65,-0.262745317,0.308,0.322,6.27E-61,cortex-steroidogenic
FOSB,3.28E-65,-0.348945588,0.279,0.299,1.01E-60,cortex-steroidogenic
HTATIP2,3.34E-65,-0.30532526,0.136,0.199,1.03E-60,cortex-steroidogenic
GRAMD1A,4.61E-65,-0.311881609,0.152,0.207,1.43E-60,cortex-steroidogenic
PPP2CB,6.85E-65,-0.275579508,0.241,0.266,2.12E-60,cortex-steroidogenic
HBG,2.39E-64,-3.815215705,0.204,0.145,7.38E-60,cortex-steroidogenic
SERINC5,2.45E-64,-0.268609746,0.083,0.132,7.59E-60,cortex-steroidogenic
VAMP3,2.84E-64,-0.288465028,0.254,0.282,8.78E-60,cortex-steroidogenic
CALM1-AS-3,3.18E-64,-0.331281834,0.312,0.326,9.83E-60,cortex-steroidogenic
PSEN1,3.91E-64,-0.268689105,0.102,0.145,1.21E-59,cortex-steroidogenic
CALM1li1,6.46E-64,-0.280965582,0.407,0.414,2.00E-59,cortex-steroidogenic
GATAD2B,7.60E-64,-0.280343041,0.196,0.233,2.35E-59,cortex-steroidogenic
PSD3-AS-3,1.39E-63,0.270018938,0.124,0.07,4.29E-59,cortex-steroidogenic
IFIH1,2.02E-63,-0.320264349,0.129,0.186,6.24E-59,cortex-steroidogenic
RNF138,3.01E-63,-0.277401518,0.101,0.144,9.30E-59,cortex-steroidogenic
TAF12,6.36E-63,-0.264509392,0.548,0.546,1.97E-58,cortex-steroidogenic
RNF145,1.01E-62,-0.27719243,0.139,0.184,3.11E-58,cortex-steroidogenic
USP1,1.79E-62,-0.271232178,0.103,0.147,5.54E-58,cortex-steroidogenic
ST6GALNAC6,1.96E-62,-0.278006673,0.117,0.183,6.06E-58,cortex-steroidogenic
EEF2K,2.03E-62,-0.296325971,0.108,0.138,6.29E-58,cortex-steroidogenic
CASKIN2,2.73E-62,-0.278970697,0.158,0.194,8.45E-58,cortex-steroidogenic
